 Transaction ID ,Date of Sale, Client Name  ,Product Group, Item Desc , Qty Sold , Total Sales Value ,Sales Territory 
TXN-585892,,globex gmbh,Training,Product-828,307,"47.214,57 €",NA
TXN-836229,2024-03-02,Globex GmbH,Software,Product-674,290,4994.99,Global
TXN-307827,2024-10-03,Massive Dynamic,Support,Product-560,182,"25.185,32 €",LATAM
TXN-911734,,Oscorp,Training,Product-897,270,29959.65,EMEA
TXN-911734,,Oscorp,Training,Product-897,270,29959.65,EMEA
TXN-919924,07.10.2023,Cyberdyne Systems,,Product-170,269,"41.203,56 €",NA
TXN-372524,2024-07-02,Cyberdyne Systems,Support,Product-145,76,48921.33,Global
TXN-771275,12.10.2023,Stark Industries,Consulting,Product-217,643,28776.46,NA
TXN-815931,01/01/2023,Soylent Corp,Consulting,Product-350,855,"19.037,73 €",Global
TXN-596185,2024-09-06,Stark Industries,Software,Product-960,14,"$39,743.28",EMEA
TXN-945936,12/02/2024,Stark Industries,Licensing,Product-813,570,11427.50,Global
TXN-699238,2023.05.30,Wayne Enterprises,Consulting,Product-158,254,49746.12,Global
TXN-153219,,Cyberdyne Systems,Support,Product-924,717,1481.59,LATAM
TXN-385697,11/03/2024,Umbrella Corp,,Product-187,81,,EMEA
TXN-712512,06.07.2024,Acme Corp,Support,Product-471,325,43476.71,EMEA
TXN-712512,06.07.2024,Acme Corp,Support,Product-471,325,43476.71,EMEA
TXN-711173,2023-09-12,STARK INDUSTRIES,Cloud Infrastructure,Product-204,334,41630.78,Global
TXN-836508,2024.02.29,Cyberdyne Systems,,Product-837,247,"42.337,40 €",APAC
TXN-338337,10.11.2024,Globex GmbH,,Product-971,548,,APAC
TXN-601336,TBD,Oscorp,Hardware,Product-329,529,"$37,578.79",NA
TXN-959219,09/21/2024,Cyberdyne Systems,Consulting,Product-518,639,"-36.211,72 €",LATAM
TXN-659072,2023-08-18,Umbrella Corp,Consulting,Product-187,500,"$13,463.77",LATAM
TXN-592903,2023.08.25,wayne enterprises,Licensing,Product-398,205,"42.896,41 €",
TXN-572343,11/23/2024,Acme Corp,Training,Product-813,869,48374.72,APAC
TXN-997135,09/19/2023,Initech AG,Support,Product-999,372,"$37,431.05",LATAM
TXN-865664,03/18/2024,Stark Industries,Hardware,Product-998,671,"-10.992,65 €",APAC
TXN-664102,11.07.2023,Stark Industries,,Product-924,180,"$3,559.34",APAC
TXN-311648,2024-04-18,Wayne Enterprises,Hardware,Product-738,921,"7.303,36 €",NA
TXN-311648,2024-04-18,Wayne Enterprises,Hardware,Product-738,921,"7.303,36 €",NA
TXN-499044,02/09/2023,wayne enterprises,Consulting,Product-273,465,,APAC
TXN-972970,2024-05-25,Wayne Enterprises,Training,Product-375,612,"43.879,72 €",APAC
TXN-485627,09/10/2024,Cyberdyne Systems,Cloud Infrastructure,Product-144,344,9581.93,APAC
TXN-505592,08.09.2024,Massive Dynamic,Support,Product-812,259,43071.99,NA
TXN-510869,04/10/2024,Wayne Enterprises,Licensing,Product-116,437,"$35,505.16",NA
TXN-465300,2024.10.29,Umbrella Corp,Cloud Infrastructure,Product-856,N/A,"27.541,39 €",Global
TXN-298574,05.08.2023,UMBRELLA CORP,Training,Product-477,192,6564.49,Global
TXN-562219,12/05/2024,Umbrella Corp,Support,Product-115,,"$-2,932.12",EMEA
TXN-287616,03.03.2023,Wayne Enterprises,Training,Product-903,141,19534.66,
TXN-301509,2024-02-05,Oscorp,Support,Product-442,-846,20383.11,APAC
TXN-543599,24.06.2024,Cyberdyne Systems,Consulting,Product-325,620,"3.885,75 €",APAC
TXN-418406,,Oscorp,Support,Product-150,409,1167.05,APAC
TXN-438414,2024-02-29,Soylent Corp,Hardware,Product-167,271,"$49,899.04",APAC
TXN-859754,2024.08.01,Stark Industries,Hardware,Product-226,872,45286.28,NA
TXN-515454,02/26/2024,Cyberdyne Systems,Software,Product-259,620,"18.667,87 €",APAC
TXN-510358,2024.04.22,Cyberdyne Systems,Training,Product-713,146,"38.488,46 €",
TXN-650455,30/04/2024,Umbrella Corp,Training,Product-654,305,,
TXN-970947,06.03.2023,Wayne Enterprises,Licensing,Product-730,N/A,"$4,226.68",LATAM
TXN-164573,2024-08-14,Oscorp,Consulting,Product-280,890,"$25,615.12",APAC
TXN-755534,2023-03-08,Umbrella Corp,Consulting,Product-861,466,13623.36,APAC
TXN-772279,2024-02-11,Massive Dynamic,Training,Product-383,141,"$21,213.94",EMEA
TXN-712382,09/03/2023,INITECH AG,Software,Product-777,938,"$25,966.25",EMEA
TXN-966396,2023-08-07,umbrella corp,Hardware,Product-365,917,"$5,174.72",NA
TXN-882123,08/05/2023,Wayne Enterprises,Support,Product-753,702,"$40,775.49",EMEA
TXN-301092,2024-08-26,Massive Dynamic,Consulting,Product-584,144,"23.204,82 €",APAC
TXN-359747,TBD,OSCORP,Consulting,Product-636,70,,EMEA
TXN-577938,12.12.2023,Globex GmbH,Hardware,Product-722,78,15178.88,Global
TXN-335765,08/16/2024,Acme Corp,,Product-507,902,15956.75,LATAM
TXN-963749,10/18/2024,Massive Dynamic,Hardware,Product-856,414,29765.89,LATAM
TXN-954938,2023-05-03,acme corp,Software,Product-541,199,25683.26,NA
TXN-965771,14.07.2023,umbrella corp,Consulting,Product-179,847,39144.62,NA
TXN-414294,16/09/2023,Initech ag,Hardware,Product-444,302,"10.981,63 €",EMEA
TXN-123967,11/22/2024,Initech AG,Cloud Infrastructure,Product-757,844,"$29,185.45",Global
TXN-925153,08/22/2024,Cyberdyne Systems,Support,Product-881,216,-15596.21,EMEA
TXN-287665,07.08.2024,globex gmbh,,Product-991,440,19117.32,APAC
TXN-988151,10/28/2023,Umbrella Corp,Consulting,Product-937,646,"$22,826.71",NA
TXN-408935,2023.05.16,Umbrella Corp,Training,Product-366,45,3859.29,LATAM
TXN-788150,13.03.2023,Soylent Corp,Hardware,Product-166,377,"$11,962.30",EMEA
TXN-154633,2024.06.19,Umbrella Corp,,Product-580,164,,EMEA
TXN-567425,12.06.2024,Stark Industries,,Product-164,944,"$49,056.44",NA
TXN-580146,15.05.2024,Oscorp,Support,Product-756,621,"$28,444.07",EMEA
TXN-169094,,Massive Dynamic,Consulting,Product-710,685,30967.58,LATAM
TXN-162535,2023.05.27,Initech AG,Licensing,Product-756,808,44266.16,Global
TXN-409337,22/01/2024,Soylent Corp,Training,Product-156,,"23.685,16 €",APAC
TXN-554777,2023.12.11,Globex GmbH,Training,Product-470,-90,11243.14,Global
TXN-911651,14.07.2024,Oscorp,Licensing,Product-154,865,"$34,484.96",EMEA
TXN-259389,05/06/2024,Umbrella Corp,Hardware,Product-501,71,"28.155,75 €",APAC
TXN-699419,2023.10.02,Initech AG,Cloud Infrastructure,Product-816,48,"3.060,58 €",EMEA
TXN-797845,2023.01.07,Massive Dynamic,Training,Product-567,398,"3.435,55 €",NA
TXN-406420,2023.03.04,initech ag,Training,Product-418,-90,"49.493,49 €",APAC
TXN-703423,08/07/2024,Stark Industries,Support,Product-954,178,"27.135,57 €",APAC
TXN-878257,03/26/2024,Cyberdyne Systems,Licensing,Product-626,68,"38.096,55 €",APAC
TXN-202957,2023.10.15,Umbrella Corp,Software,Product-125,136,,LATAM
TXN-109342,10/23/2024,Stark Industries,Training,Product-710,829,"13.727,08 €",EMEA
TXN-196439,2024.02.06,Massive Dynamic,Licensing,Product-870,627,"$14,283.50",EMEA
TXN-592295,2024.08.02,Oscorp,Consulting,Product-578,570,"37.658,97 €",NA
TXN-146635,29/03/2024,Massive Dynamic,Software,Product-989,99,"$1,270.68",LATAM
TXN-896727,2024-01-25,Initech AG,Licensing,Product-990,156,34834.99,LATAM
TXN-322989,11/11/2023,Initech AG,Licensing,Product-424,288,"$23,636.15",APAC
TXN-997762,07/27/2024,Acme Corp,Software,Product-571,565,39628.75,
TXN-790727,,Oscorp,Support,Product-147,542,"$22,347.96",LATAM
TXN-989303,09/13/2024,Cyberdyne Systems,,Product-810,776,20801.60,LATAM
TXN-435880,2024.06.12,Globex GmbH,Licensing,Product-903,N/A,"44.503,00 €",LATAM
TXN-930996,01/07/2024,Initech AG,Software,Product-792,-391,"19.725,63 €",APAC
TXN-244195,04/04/2023,Stark Industries,,Product-890,,"$9,433.92",EMEA
TXN-424116,10/14/2023,Massive Dynamic,Hardware,Product-148,709,,NA
TXN-721227,2024.04.03,Massive Dynamic,Licensing,Product-580,521,"41.075,95 €",LATAM
TXN-240440,18.02.2023,Oscorp,Training,Product-457,811,"11.974,36 €",Global
TXN-394197,01.10.2023,Massive Dynamic,Hardware,Product-439,N/A,45135.70,NA
TXN-633042,10/05/2024,umbrella corp,Software,Product-115,511,45463.06,NA
TXN-691965,12/07/2024,Umbrella Corp,,Product-858,626,"$26,668.30",Global
TXN-881377,2023-05-01,Umbrella Corp,Training,Product-365,348,"$6,610.90",LATAM
TXN-285928,2024-02-19,Umbrella Corp,Software,Product-240,917,"$41,256.73",APAC
TXN-289853,06/17/2023,Soylent Corp,Software,Product-715,900,36043.25,APAC
TXN-566413,16/06/2023,Cyberdyne Systems,Hardware,Product-873,439,"44.673,88 €",APAC
TXN-710113,02/17/2024,Globex GmbH,Support,Product-891,118,"$7,286.25",LATAM
TXN-469005,,Globex GmbH,Cloud Infrastructure,Product-148,N/A,"10.849,63 €",APAC
TXN-982760,02/18/2023,Umbrella Corp,Licensing,Product-819,815,"7.729,42 €",
TXN-180545,29.01.2024,Massive Dynamic,Hardware,Product-944,188,316.71,EMEA
TXN-469076,2023-07-29,Acme Corp,Training,Product-916,144,"$29,303.56",LATAM
TXN-776183,2024.10.06,Initech AG,Consulting,Product-182,999,,NA
TXN-467456,08/27/2023,Acme Corp,,Product-347,-530,21918.04,EMEA
TXN-189206,19/01/2024,Acme Corp,Hardware,Product-420,256,35188.50,Global
,,,,,,,
TXN-780244,27.05.2023,Soylent Corp,Support,Product-545,947,"44.428,88 €",LATAM
TXN-575161,19/02/2024,Wayne Enterprises,Training,Product-209,707,"38.157,08 €",Global
TXN-271428,05/05/2023,Initech AG,,Product-604,716,31028.05,Global
TXN-698372,06.11.2024,Wayne Enterprises,Licensing,Product-420,972,"$27,841.88",NA
TXN-489819,2024.02.16,Initech AG,Support,Product-220,313,"35.859,08 €",Global
TXN-551327,10/22/2024,ACME CORP,Cloud Infrastructure,Product-919,490,49138.34,NA
TXN-931350,11/23/2023,Cyberdyne Systems,Licensing,Product-945,830,26874.31,LATAM
TXN-401943,01.06.2023,Acme Corp,,Product-548,481,28330.59,NA
TXN-803249,04/06/2023,Globex GmbH,Hardware,Product-538,12,34829.32,Global
TXN-333235,18.10.2024,Globex GmbH,Consulting,Product-956,803,48114.16,NA
TXN-965450,2024.06.03,Acme Corp,Hardware,Product-612,67,"$10,982.14",NA
TXN-468702,2024-04-18,umbrella corp,,Product-977,666,,EMEA
TXN-363676,2023-08-12,STARK INDUSTRIES,Consulting,Product-608,787,"6.379,94 €",Global
TXN-569776,06.07.2024,Globex GmbH,Consulting,Product-678,556,44681.25,APAC
TXN-402544,TBD,Wayne Enterprises,Licensing,Product-219,732,"47.164,28 €",LATAM
TXN-510398,2024.06.02,Wayne Enterprises,Training,Product-107,715,43928.91,Global
TXN-806720,24/05/2023,Acme Corp,Support,Product-976,967,,APAC
TXN-961090,2023-03-27,Initech AG,Consulting,Product-725,837,"$20,510.85",Global
TXN-767491,04/10/2023,Cyberdyne Systems,Support,Product-864,675,,Global
TXN-955812,15.05.2023,Initech AG,,Product-905,414,"$20,155.87",NA
TXN-217088,2024-08-06,Massive Dynamic,Training,Product-680,198,47770.94,Global
TXN-122112,23/07/2024,Stark Industries,Hardware,Product-293,695,,Global
TXN-839131,25/01/2024,Soylent Corp,Consulting,Product-406,578,"$19,625.99",APAC
TXN-147791,2024-04-08,Cyberdyne Systems,Training,Product-589,790,"$32,412.85",Global
TXN-147791,2024-04-08,Cyberdyne Systems,Training,Product-589,790,"$32,412.85",Global
TXN-826990,15.04.2023,Stark Industries,,Product-990,749,"42.134,82 €",Global
TXN-581006,2023.09.21,Oscorp,,Product-409,554,40110.89,APAC
TXN-786911,2023.03.06,Soylent Corp,Training,Product-628,19,"24.103,70 €",NA
TXN-223346,15.10.2024,Stark Industries,,Product-727,225,48304.22,LATAM
TXN-417405,13.10.2024,Soylent Corp,Training,Product-520,192,"$41,461.71",LATAM
TXN-352097,17.12.2023,Wayne Enterprises,Cloud Infrastructure,Product-345,265,"$21,835.20",LATAM
TXN-120630,2024.04.08,Globex GmbH,Consulting,Product-164,662,"41.939,59 €",APAC
TXN-786375,TBD,Wayne Enterprises,Hardware,Product-550,457,"$26,048.81",Global
TXN-970785,07/18/2023,Wayne Enterprises,,Product-920,451,25428.20,EMEA
TXN-555725,2024-09-13,Wayne Enterprises,Consulting,Product-737,544,40112.71,APAC
TXN-683353,09/10/2024,Soylent Corp,Cloud Infrastructure,Product-438,924,"13.083,46 €",APAC
TXN-884179,11/05/2024,Soylent Corp,Cloud Infrastructure,Product-685,,7378.01,LATAM
TXN-483096,08/16/2024,Soylent Corp,Licensing,Product-836,267,"14.733,92 €",Global
TXN-425618,03/01/2023,Acme Corp,Licensing,Product-296,,26143.58,EMEA
TXN-166802,11/06/2024,STARK INDUSTRIES,Support,Product-631,434,44086.02,
TXN-756996,07/06/2024,Acme Corp,Support,Product-174,997,"26.022,83 €",LATAM
TXN-350871,08/10/2024,Cyberdyne Systems,Consulting,Product-632,408,"$25,357.34",NA
TXN-864198,23.11.2024,UMBRELLA CORP,Hardware,Product-628,278,"$31,994.14",Global
TXN-257418,2024-02-19,Initech AG,Hardware,Product-806,424,-6411.58,EMEA
TXN-114721,22/06/2024,Massive Dynamic,Hardware,Product-528,712,"$17,685.96",LATAM
TXN-795942,03.04.2024,Wayne Enterprises,Training,Product-308,945,"24.563,11 €",LATAM
TXN-571790,07/04/2024,Acme Corp,Consulting,Product-526,66,"3.979,59 €",EMEA
TXN-771567,2023.12.04,Cyberdyne Systems,,Product-819,446,"$25,940.41",Global
TXN-881623,2024-05-12,STARK INDUSTRIES,Cloud Infrastructure,Product-664,632,4865.98,
TXN-280362,29.11.2023,Cyberdyne Systems,Support,Product-439,398,"12.542,86 €",Global
TXN-496512,03/05/2023,Umbrella Corp,,Product-881,91,"28.784,73 €",EMEA
TXN-759218,23.02.2023,massive dynamic,Consulting,Product-789,865,9329.80,APAC
TXN-514584,09.01.2023,Soylent Corp,Hardware,Product-283,322,3686.65,EMEA
TXN-890634,22.03.2023,cyberdyne systems,,Product-525,775,"18.625,31 €",EMEA
TXN-475246,TBD,Soylent Corp,Cloud Infrastructure,Product-557,583,"18.216,91 €",LATAM
TXN-392100,04.06.2023,Umbrella Corp,Cloud Infrastructure,Product-549,68,"17.489,64 €",APAC
TXN-193546,2024.09.13,Massive Dynamic,,Product-144,766,"$27,961.77",EMEA
TXN-561537,30.01.2023,Oscorp,Cloud Infrastructure,Product-584,306,"11.559,80 €",Global
TXN-211167,2024.11.13,Globex GmbH,,Product-912,-950,"35.003,25 €",EMEA
TXN-979970,16.06.2024,Cyberdyne Systems,Support,Product-574,434,"-46.483,35 €",Global
TXN-671150,20/07/2024,Wayne Enterprises,Support,Product-921,104,"$23,116.58",LATAM
TXN-963358,03/13/2024,Massive Dynamic,Training,Product-974,734,"$10,743.95",APAC
TXN-349290,01/08/2024,Umbrella Corp,Training,Product-542,163,8540.79,LATAM
TXN-196968,24/08/2024,massive dynamic,Hardware,Product-348,494,"$49,686.08",NA
TXN-471205,2024.07.03,GLOBEX GMBH,Cloud Infrastructure,Product-940,192,"$36,211.66",EMEA
TXN-833964,15/02/2023,Stark Industries,Cloud Infrastructure,Product-749,930,17253.36,APAC
TXN-322787,2023.11.21,Initech AG,,Product-993,878,"420,39 €",NA
TXN-639979,14/04/2024,Soylent Corp,Support,Product-305,943,"$9,725.65",APAC
TXN-817239,01/01/2023,Initech AG,Software,Product-710,112,"13.117,96 €",LATAM
TXN-559849,2024-08-26,Oscorp,Training,Product-409,862,"2.771,16 €",
TXN-205336,19.04.2024,Globex GmbH,Training,Product-196,17,33908.60,APAC
TXN-187801,2023.03.10,globex gmbh,,Product-940,657,"34.969,05 €",APAC
TXN-616206,01/21/2024,Cyberdyne Systems,Cloud Infrastructure,Product-725,90,41512.33,EMEA
TXN-130467,28/12/2023,Cyberdyne Systems,Software,Product-273,551,35708.25,NA
TXN-959982,09/29/2023,Cyberdyne Systems,Consulting,Product-482,745,"18.076,96 €",EMEA
TXN-106725,,Acme Corp,Licensing,Product-193,23,"33.106,56 €",Global
TXN-270899,2023.09.23,Initech AG,Support,Product-489,208,,APAC
TXN-688124,01/29/2024,Stark Industries,Licensing,Product-197,229,"10.679,91 €",APAC
TXN-964027,15.12.2023,Soylent Corp,Training,Product-249,70,"11.978,43 €",LATAM
TXN-946121,2023.06.14,Massive Dynamic,,Product-349,765,"$7,807.22",EMEA
TXN-964941,2023.10.08,Globex GmbH,Licensing,Product-791,126,"$12,122.61",NA
TXN-550346,11/03/2024,STARK INDUSTRIES,Software,Product-871,162,"44.598,81 €",EMEA
TXN-817607,2023-09-30,stark industries,,Product-739,658,30256.81,APAC
TXN-803764,09/03/2023,soylent corp,Software,Product-637,385,15127.80,APAC
TXN-108176,TBD,Soylent Corp,Training,Product-565,730,"$36,892.74",LATAM
TXN-494133,2023-03-29,globex gmbh,Consulting,Product-999,646,3354.24,Global
TXN-582981,2024-05-24,Massive Dynamic,Licensing,Product-464,445,"48.531,19 €",EMEA
TXN-568844,2024-11-02,Initech AG,Cloud Infrastructure,Product-474,78,"$7,742.44",Global
TXN-330077,12/11/2023,Umbrella Corp,Consulting,Product-980,9,"$30,908.10",LATAM
TXN-754788,TBD,Cyberdyne Systems,,Product-463,945,"$40,693.83",NA
TXN-507440,08.06.2024,Wayne Enterprises,Hardware,Product-329,105,27459.14,APAC
TXN-153440,,Umbrella Corp,Cloud Infrastructure,Product-643,553,"37.617,75 €",LATAM
TXN-206049,2023-03-01,Oscorp,Consulting,Product-616,916,3271.71,NA
TXN-700189,04/12/2023,Stark Industries,Hardware,Product-368,,"$44,609.48",Global
TXN-984685,2023-06-07,Stark Industries,Support,Product-952,988,3973.77,APAC
TXN-337581,08/24/2023,Umbrella Corp,Software,Product-983,451,"11.194,54 €",NA
TXN-613710,2023.12.20,Oscorp,Licensing,Product-235,712,6967.61,Global
,,,,,,,
TXN-489468,2024.10.10,globex gmbh,Cloud Infrastructure,Product-600,663,"$42,575.94",
TXN-131274,11.01.2024,Wayne Enterprises,Support,Product-314,830,"$28,292.12",APAC
TXN-241144,2024-01-23,Globex GmbH,Licensing,Product-598,687,"$4,695.38",LATAM
TXN-643615,2023.04.11,Umbrella Corp,Cloud Infrastructure,Product-509,341,"$-37,451.79",EMEA
TXN-776733,31.10.2024,Wayne Enterprises,Software,Product-788,,"$30,100.26",EMEA
TXN-636230,09/13/2024,massive dynamic,Training,Product-977,-23,"45.515,20 €",NA
TXN-752454,,Initech AG,Hardware,Product-663,190,,EMEA
TXN-658636,04/28/2024,Globex gmbh,Cloud Infrastructure,Product-782,341,,NA
TXN-472250,08/12/2023,Initech AG,Support,Product-660,916,8663.18,APAC
TXN-961570,05/06/2023,Soylent Corp,Hardware,Product-422,683,"23.604,62 €",Global
TXN-448320,09/08/2024,initech ag,Support,Product-180,63,"$18,680.58",NA
TXN-580504,2024-08-28,Massive Dynamic,,Product-390,406,"$32,323.96",LATAM
TXN-624428,,initech ag,Cloud Infrastructure,Product-297,276,"-9.064,49 €",EMEA
TXN-507630,,Initech ag,Cloud Infrastructure,Product-817,28,18763.14,Global
TXN-412053,2024.01.11,Initech AG,Support,Product-184,51,33753.65,Global
TXN-965416,14.09.2023,Umbrella Corp,Software,Product-797,839,24127.05,
TXN-876309,24.07.2023,Umbrella Corp,,Product-682,N/A,"42.697,65 €",NA
TXN-175645,,Oscorp,Cloud Infrastructure,Product-572,849,"$24,571.17",EMEA
TXN-388429,2024.03.11,OSCORP,Training,Product-165,263,"25.748,84 €",Global
TXN-929557,06/28/2023,stark industries,Software,Product-268,357,"$47,891.24",APAC
TXN-929557,06/28/2023,stark industries,Software,Product-268,357,"$47,891.24",APAC
TXN-390302,22/04/2024,Soylent Corp,Consulting,Product-925,877,"35.760,61 €",Global
TXN-576921,25/08/2023,Umbrella Corp,Consulting,Product-957,479,17614.88,EMEA
TXN-537602,04/15/2023,Stark Industries,Licensing,Product-187,916,"24.659,67 €",EMEA
TXN-262629,05/25/2024,Acme Corp,Training,Product-550,311,"$16,013.94",LATAM
TXN-907335,15.04.2023,Massive Dynamic,Hardware,Product-135,663,,LATAM
TXN-860406,2023.09.13,Acme Corp,Consulting,Product-857,-232,"$14,819.74",LATAM
TXN-808982,TBD,Soylent Corp,Hardware,Product-243,45,42554.74,EMEA
TXN-251421,02.06.2023,cyberdyne systems,Cloud Infrastructure,Product-740,230,"$37,501.05",EMEA
,,,,,,,
TXN-593695,2023-03-13,Oscorp,,Product-701,169,"$9,191.69",NA
TXN-808683,TBD,Stark Industries,,Product-488,,"49.361,97 €",LATAM
TXN-161863,,Umbrella Corp,Training,Product-797,850,"$35,627.12",Global
TXN-741650,2023.08.21,Massive Dynamic,Training,Product-580,516,"40.237,79 €",EMEA
TXN-518545,12/02/2023,Wayne Enterprises,Licensing,Product-876,892,"$41,557.63",APAC
TXN-378796,06/06/2024,Umbrella Corp,Cloud Infrastructure,Product-280,117,49619.15,APAC
TXN-509366,10/26/2023,globex gmbh,Support,Product-505,825,33691.99,EMEA
TXN-984207,07/10/2023,Stark Industries,,Product-493,328,4032.25,LATAM
TXN-543071,2023-12-19,wayne enterprises,Licensing,Product-474,720,"5.429,76 €",
TXN-653508,2024-01-27,Stark Industries,Hardware,Product-289,410,"40.595,44 €",NA
TXN-856098,2024-03-05,Wayne Enterprises,Hardware,Product-212,213,"$24,098.20",NA
TXN-841407,04/05/2024,UMBRELLA CORP,Consulting,Product-570,110,"$49,305.28",Global
TXN-808317,16/06/2024,Globex GmbH,Cloud Infrastructure,Product-860,895,"26.912,95 €",EMEA
TXN-455737,11/24/2023,Cyberdyne Systems,Software,Product-661,-245,"$-24,137.12",LATAM
TXN-328177,16/08/2024,Acme Corp,Consulting,Product-385,-292,"46.293,74 €",LATAM
TXN-920015,,Globex GmbH,Software,Product-592,86,"33.976,99 €",NA
TXN-309028,04.11.2023,SOYLENT CORP,,Product-711,858,"$14,260.01",NA
TXN-528855,,Globex GmbH,Support,Product-761,131,"$19,187.26",EMEA
TXN-499800,16.10.2024,Initech AG,Support,Product-981,760,"$2,134.66",LATAM
TXN-522444,2023-11-26,Cyberdyne Systems,Cloud Infrastructure,Product-456,57,-18467.39,NA
TXN-115845,2023.11.05,Wayne Enterprises,Licensing,Product-491,509,3167.85,APAC
TXN-882060,19/04/2023,Soylent Corp,Training,Product-332,558,"$43,403.83",APAC
TXN-612018,2024-07-20,Oscorp,Licensing,Product-887,171,"-21.088,46 €",APAC
TXN-260581,19/07/2023,Acme Corp,,Product-255,315,,NA
TXN-958886,2023.08.27,Soylent Corp,Training,Product-195,52,"9.035,71 €",
TXN-838032,23.07.2023,Stark Industries,Consulting,Product-811,745,,Global
TXN-361863,2024-05-21,acme corp,Licensing,Product-617,224,"42.335,09 €",EMEA
TXN-283069,2024.03.15,Stark Industries,Support,Product-100,765,35845.84,NA
TXN-981009,24/04/2024,Cyberdyne Systems,Consulting,Product-715,748,29948.62,NA
TXN-904854,2023.06.02,Globex GmbH,Support,Product-745,53,27777.92,Global
TXN-255886,14/09/2023,Umbrella Corp,Cloud Infrastructure,Product-589,882,,EMEA
TXN-743797,23/12/2023,CYBERDYNE SYSTEMS,Training,Product-755,70,"17.240,81 €",NA
TXN-612753,09/02/2024,Wayne Enterprises,Licensing,Product-731,184,"$12,978.86",EMEA
TXN-113769,01/11/2024,Stark Industries,Training,Product-904,827,$285.30,EMEA
TXN-125931,15/05/2023,Wayne Enterprises,Training,Product-465,5,"11.702,36 €",EMEA
TXN-687686,03.03.2024,OSCORP,Consulting,Product-397,498,"4.651,44 €",LATAM
TXN-834723,2023-07-14,Soylent Corp,Consulting,Product-576,746,"34.380,35 €",LATAM
TXN-877838,27/01/2024,Massive Dynamic,Hardware,Product-953,483,"16.228,86 €",NA
TXN-247966,02/04/2024,OSCORP,Software,Product-819,411,"25.306,17 €",EMEA
TXN-467014,01/08/2024,Stark Industries,Consulting,Product-396,777,"40.217,08 €",NA
TXN-341136,09/11/2024,Massive Dynamic,,Product-547,193,"43.237,25 €",APAC
TXN-852204,2023-05-20,CYBERDYNE SYSTEMS,,Product-307,537,,
TXN-362068,2024.10.30,Cyberdyne Systems,Software,Product-308,681,"$-17,511.34",Global
TXN-560648,12.02.2024,Globex GmbH,Software,Product-458,567,"4.258,78 €",LATAM
TXN-958268,03/05/2024,Acme Corp,Software,Product-505,700,"6.472,37 €",EMEA
TXN-781128,23.11.2024,Umbrella Corp,Cloud Infrastructure,Product-491,787,38503.82,APAC
TXN-739162,2024-06-17,Acme Corp,Support,Product-256,74,"30.964,47 €",
TXN-713116,16.01.2024,Cyberdyne Systems,Support,Product-444,230,"$2,757.89",APAC
TXN-318819,2024.06.25,Stark Industries,Support,Product-842,655,"$13,510.59",Global
TXN-945850,31/12/2023,Soylent Corp,Cloud Infrastructure,Product-437,,"14.389,11 €",EMEA
TXN-627862,2023-10-02,Wayne Enterprises,Support,Product-243,471,,LATAM
TXN-217697,03/29/2023,Umbrella Corp,Licensing,Product-457,638,"15.128,50 €",Global
TXN-605062,,Globex GmbH,Consulting,Product-920,525,1700.62,Global
TXN-336746,2023-03-06,Oscorp,Software,Product-863,182,"6.202,97 €",EMEA
TXN-348271,2023-04-09,WAYNE ENTERPRISES,Cloud Infrastructure,Product-427,17,"29.043,44 €",
TXN-209815,2024-03-28,Umbrella Corp,Consulting,Product-645,974,,Global
TXN-634280,04/08/2023,Soylent Corp,Support,Product-513,260,13303.24,NA
TXN-213992,2023-06-05,Initech AG,,Product-732,169,24952.62,EMEA
TXN-883341,TBD,acme corp,Licensing,Product-780,356,9418.21,Global
TXN-472465,2024-09-13,Acme Corp,Software,Product-133,781,"25.172,76 €",LATAM
TXN-427201,08.06.2023,Soylent Corp,Licensing,Product-827,201,"30.899,03 €",Global
TXN-395804,2023.10.17,STARK INDUSTRIES,Software,Product-677,652,44089.39,APAC
TXN-692150,05/18/2024,Initech AG,Support,Product-914,764,"$49,749.24",Global
TXN-398605,21.06.2024,Massive Dynamic,Software,Product-225,369,22579.62,NA
TXN-670062,01/26/2024,Stark Industries,,Product-391,235,"$39,917.82",NA
TXN-702002,17.07.2024,Acme Corp,Support,Product-375,595,,Global
TXN-510526,01.03.2023,Acme Corp,Licensing,Product-758,385,16821.94,EMEA
TXN-341216,04/06/2023,Initech AG,Hardware,Product-404,825,"$47,083.03",EMEA
TXN-259528,17/07/2024,Wayne Enterprises,Consulting,Product-392,150,"13.180,79 €",APAC
TXN-380747,2023.06.07,Soylent Corp,Hardware,Product-182,320,,Global
TXN-440114,07.11.2023,Stark Industries,Licensing,Product-179,835,"$-15,061.03",APAC
TXN-440114,07.11.2023,Stark Industries,Licensing,Product-179,835,"$-15,061.03",APAC
TXN-942175,2024.11.25,Umbrella Corp,Training,Product-511,900,"$13,824.68",EMEA
TXN-778118,10/29/2024,Stark Industries,Hardware,Product-455,862,11123.36,NA
TXN-610611,2023-03-28,Initech AG,Software,Product-535,744,"34.864,55 €",APAC
TXN-516977,06/12/2024,Soylent Corp,Software,Product-855,739,"$45,264.91",Global
TXN-666893,2023-08-18,UMBRELLA CORP,Training,Product-625,38,"$28,838.83",LATAM
TXN-190861,03/16/2023,acme corp,,Product-413,374,"34.812,78 €",Global
TXN-614172,,Umbrella Corp,Consulting,Product-610,198,16244.04,Global
